"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"North Africa","Hungary","2009",72,614.9,5103.8
"Sub-Saharan Africa","Hungary","2009",93.3,810.6,7000.9
"West Asia","Hungary","2009",146.3,1232.7,10815.1
"East Asia","Hungary","2009",151.8,1356.6,11093.7
"South-Southeast Asia","Hungary","2009",198.9,1663.2,14005.8
"North America and Oceania","Hungary","2009",107.4,983.7,8396.7
"Latin America","Hungary","2009",84.6,720.4,6452.6
"Austria","Iceland","2009",20.3,29.1,40.8
"Belgium","Iceland","2009",11.3,17.9,27.5
"Bulgaria","Iceland","2009",10.2,16.2,25.7
"Croatia","Iceland","2009",6.7,11,18
"Cyprus","Iceland","2009",1,2,3.9
"Czechia","Iceland","2009",35.6,51.4,73.8
"Denmark","Iceland","2009",773.8,961,1189
"Estonia","Iceland","2009",13.3,20.2,30.2
"Finland","Iceland","2009",33.6,45.3,61.3
"France","Iceland","2009",59.7,83.2,116.2
"Germany","Iceland","2009",147.9,196.6,263.8
"Greece","Iceland","2009",9.2,14.7,22.9
"Hungary","Iceland","2009",21.7,32.7,48.6
"Iceland","Iceland","2009",NA,NA,NA
"Ireland","Iceland","2009",10.5,16.4,25
"Italy","Iceland","2009",42,57.5,78.1
"Latvia","Iceland","2009",141.1,188,250.3
"Liechtenstein","Iceland","2009",0.1,0.1,0.4
"Lithuania","Iceland","2009",193.3,249.5,323.9
"Luxembourg","Iceland","2009",34.9,49.7,70
"Malta","Iceland","2009",1.4,2.7,5
"Netherlands","Iceland","2009",54.5,75.3,104.5
"Norway","Iceland","2009",144.5,185,233.7
"Poland","Iceland","2009",1084.1,1417.4,1836.5
"Portugal","Iceland","2009",53.4,73.9,102.7
"Romania","Iceland","2009",30.4,44.2,63.5
"Slovakia","Iceland","2009",28,40.5,58.9
"Slovenia","Iceland","2009",3.5,5.8,9.3
"Spain","Iceland","2009",95,128.9,175
"Sweden","Iceland","2009",234,295,375
"Switzerland","Iceland","2009",21.2,32.2,47.4
"United Kingdom","Iceland","2009",177.7,237.3,312.3
"North Macedonia","Iceland","2009",2.1,3.8,6.9
"Other Europe","Iceland","2009",74.2,101.2,137.6
"North Africa","Iceland","2009",10,15.8,24.4
"Sub-Saharan Africa","Iceland","2009",27.5,39.6,56.9
"West Asia","Iceland","2009",23.3,34.5,49.9
"East Asia","Iceland","2009",52.6,72.8,100.3
"South-Southeast Asia","Iceland","2009",137.9,183.7,244
"North America and Oceania","Iceland","2009",211.7,281.7,374.1
"Latin America","Iceland","2009",61.4,84.8,117.2
"Austria","Ireland","2009",108,166.8,258.9
"Belgium","Ireland","2009",206,372.8,678.2
"Bulgaria","Ireland","2009",91.1,181.4,362.4
"Croatia","Ireland","2009",44,87.4,176.4
"Cyprus","Ireland","2009",33.4,80.6,194.6
"Czechia","Ireland","2009",208.9,511.5,1193.5
"Denmark","Ireland","2009",115.1,161.1,222.3
"Estonia","Ireland","2009",114.6,217.3,398
"Finland","Ireland","2009",95.6,135.1,191.4
"France","Ireland","2009",1536.6,2749.9,5021.4
"Germany","Ireland","2009",964.3,2326.4,5439.7
"Greece","Ireland","2009",62,148.9,349.2
"Hungary","Ireland","2009",361.4,857.5,2032.3
"Iceland","Ireland","2009",10.3,16.1,24.8
"Ireland","Ireland","2009",NA,NA,NA
"Italy","Ireland","2009",1464.6,2245.8,3416.3
"Latvia","Ireland","2009",620.7,1438.1,3434.2
"Liechtenstein","Ireland","2009",0.4,0.8,1.9
"Lithuania","Ireland","2009",3606.8,5462,8233.3
"Luxembourg","Ireland","2009",26.8,62.2,152.5
"Malta","Ireland","2009",24.9,61,147.5
"Netherlands","Ireland","2009",353.9,624.7,1119.9
"Norway","Ireland","2009",56.5,81.3,117.8
"Poland","Ireland","2009",2678.5,6239.2,14702
"Portugal","Ireland","2009",171.7,405.9,962.4
"Romania","Ireland","2009",602,1401.8,3287.6
"Slovakia","Ireland","2009",235.8,440.5,827.9
"Slovenia","Ireland","2009",26.7,41.3,65.5
"Spain","Ireland","2009",982.7,1504.8,2280
"Sweden","Ireland","2009",192.9,270.8,373.2
"Switzerland","Ireland","2009",146.7,261.9,457.3
"United Kingdom","Ireland","2009",5707.8,13353.2,31665.2
"North Macedonia","Ireland","2009",3.2,6.3,11.8
"Other Europe","Ireland","2009",315.6,519.6,858.8
"North Africa","Ireland","2009",135.7,227.9,377.9
"Sub-Saharan Africa","Ireland","2009",894.4,1470.9,2431.5
"West Asia","Ireland","2009",783,1278.7,2094.2
"East Asia","Ireland","2009",1022.1,1671.2,2760.3
"South-Southeast Asia","Ireland","2009",1394.4,2246.8,3700.5
"North America and Oceania","Ireland","2009",6750.4,11021.9,17966.2
"Latin America","Ireland","2009",1873.1,3068.6,5039.2
"Austria","Italy","2009",1012,1440.4,2048.3
"Belgium","Italy","2009",1306.4,2030.5,3124.4
"Bulgaria","Italy","2009",5308,8151.7,12467.7
"Croatia","Italy","2009",670.1,1043.7,1621.1
"Cyprus","Italy","2009",41.1,65.3,103
"Czechia","Italy","2009",599.6,943.3,1471.9
"Denmark","Italy","2009",464.2,618.3,821.7
"Estonia","Italy","2009",121.2,186.1,285.4
"Finland","Italy","2009",207,275.4,368.6
"France","Italy","2009",5477.9,8349.5,12831.6
"Germany","Italy","2009",9932.5,15300.6,23677.6
"Greece","Italy","2009",737,1145.5,1794.9
"Hungary","Italy","2009",1131.9,1762.5,2706.8
"Iceland","Italy","2009",44.7,62.1,86.2
"Ireland","Italy","2009",691.1,1048.2,1594.8
"Italy","Italy","2009",NA,NA,NA
"Latvia","Italy","2009",313.8,485.5,746.6
"Liechtenstein","Italy","2009",23.7,35.2,53.2
"Lithuania","Italy","2009",586.3,841.8,1188.9
"Luxembourg","Italy","2009",211.4,328.5,506.6
"Malta","Italy","2009",134.2,209.7,325.5
"Netherlands","Italy","2009",1039.3,1608.7,2481.2
"Norway","Italy","2009",153.5,207.3,282.6
"Poland","Italy","2009",7083.1,10956.2,17109.6
"Portugal","Italy","2009",659,1017.8,1574.3
"Romania","Italy","2009",81429.1,126099.1,193202.8
"Slovakia","Italy","2009",926.9,1411.8,2192.3
"Slovenia","Italy","2009",346.1,490.8,695.6
"Spain","Italy","2009",5508.5,7731.2,10880
"Sweden","Italy","2009",425.6,574.7,767.3
"Switzerland","Italy","2009",4228.8,6416,9841.7
"United Kingdom","Italy","2009",5851.5,8934,13420
"North Macedonia","Italy","2009",3563,4682.1,6051.9
"Other Europe","Italy","2009",63243,82463.7,107587.8
"North Africa","Italy","2009",38387.7,50038.8,64864.1
"Sub-Saharan Africa","Italy","2009",22868.4,29900.2,39002.9
"West Asia","Italy","2009",4001.1,5166.1,6762.3
"East Asia","Italy","2009",15448,20099.8,26379.4
"South-Southeast Asia","Italy","2009",41862.9,54462.6,70598
"North America and Oceania","Italy","2009",4634.9,6049.4,7860.8
"Latin America","Italy","2009",37882.2,49330.9,64240.5
"Austria","Latvia","2009",35.5,57.6,93.8
"Belgium","Latvia","2009",52.3,99.6,189
"Bulgaria","Latvia","2009",30,67.9,154.7
"Croatia","Latvia","2009",0.9,2.2,5.2
"Cyprus","Latvia","2009",3,15.5,78.6
"Czechia","Latvia","2009",11.7,60.7,309.8
"Denmark","Latvia","2009",177.4,247.4,343.2
"Estonia","Latvia","2009",73.5,151.8,301.7
"Finland","Latvia","2009",31,46.1,69.3
"France","Latvia","2009",83,163.9,312.6
"Germany","Latvia","2009",156.1,804.4,4116.2
"Greece","Latvia","2009",6.6,33.5,166.3
"Hungary","Latvia","2009",12.5,61.5,306.2
"Iceland","Latvia","2009",48.8,71.2,104.1
"Ireland","Latvia","2009",359,892.5,2273
"Italy","Latvia","2009",63.8,103.4,164.1
"Latvia","Latvia","2009",NA,NA,NA
"Liechtenstein","Latvia","2009",0,0.1,0.3
"Lithuania","Latvia","2009",202,315.8,479.3
"Luxembourg","Latvia","2009",1.4,7.8,37.7
"Malta","Latvia","2009",1.1,5.8,28.9
"Netherlands","Latvia","2009",125.3,230.8,437.1
"Norway","Latvia","2009",74.5,108.3,159.2
"Poland","Latvia","2009",58.3,277.6,1409.2
"Portugal","Latvia","2009",5.8,28.6,151.2
"Romania","Latvia","2009",3.4,17.1,84.7
"Slovakia","Latvia","2009",5.6,13,29.5
"Slovenia","Latvia","2009",2.2,4.3,7.7
"Spain","Latvia","2009",35.7,172.2,859.6
"Sweden","Latvia","2009",60.6,87.6,129.3
"Switzerland","Latvia","2009",36.8,69.3,130.7
"United Kingdom","Latvia","2009",842.7,2439.6,7081.9
"North Macedonia","Latvia","2009",0.9,2.7,7.1
"Other Europe","Latvia","2009",520,4637.1,42638.3
"North Africa","Latvia","2009",4.4,40.2,353.9
"Sub-Saharan Africa","Latvia","2009",16.3,132.3,1173.4
"West Asia","Latvia","2009",75.1,613.7,5471
"East Asia","Latvia","2009",29.7,243.9,2020.9
"South-Southeast Asia","Latvia","2009",17,150.5,1284.7
"North America and Oceania","Latvia","2009",24.7,220.9,1731
"Latin America","Latvia","2009",14.6,124,991.2
"Austria","Liechtenstein","2009",86.8,125.1,178.8
"Belgium","Liechtenstein","2009",1.1,2.1,4.1
"Bulgaria","Liechtenstein","2009",0.3,0.7,1.5
"Croatia","Liechtenstein","2009",0.8,1.5,3.1
"Cyprus","Liechtenstein","2009",0.2,0.5,1.1
"Czechia","Liechtenstein","2009",0.8,1.5,3.2
"Denmark","Liechtenstein","2009",0.6,1.2,2.3
"Estonia","Liechtenstein","2009",0.1,0.2,0.4
"Finland","Liechtenstein","2009",0.4,0.8,1.5
"France","Liechtenstein","2009",2.3,4.3,8.2
"Germany","Liechtenstein","2009",54,85.6,138.4
"Greece","Liechtenstein","2009",0.5,1.3,2.6
"Hungary","Liechtenstein","2009",1.4,2.7,5.3
"Iceland","Liechtenstein","2009",0.1,0.2,0.4
"Ireland","Liechtenstein","2009",0.5,1.2,2.3
"Italy","Liechtenstein","2009",35.5,51.8,75.4
"Latvia","Liechtenstein","2009",0.1,0.3,0.8
"Liechtenstein","Liechtenstein","2009",NA,NA,NA
"Lithuania","Liechtenstein","2009",0.2,0.4,0.8
"Luxembourg","Liechtenstein","2009",0.4,1,2.1
"Malta","Liechtenstein","2009",0.2,0.5,1.1
"Netherlands","Liechtenstein","2009",1,1.8,3.5
"Norway","Liechtenstein","2009",0.2,0.5,1.1
"Poland","Liechtenstein","2009",1,1.9,3.9
"Portugal","Liechtenstein","2009",3.6,6.5,11.7
"Romania","Liechtenstein","2009",0.7,1.5,3.1
"Slovakia","Liechtenstein","2009",1,2,3.9
"Slovenia","Liechtenstein","2009",2.2,3.9,6.4
"Spain","Liechtenstein","2009",5,8.8,15.5
"Sweden","Liechtenstein","2009",0.9,1.7,3.1
"Switzerland","Liechtenstein","2009",252.8,396,610.8
"United Kingdom","Liechtenstein","2009",3.1,5.8,10.4
"North Macedonia","Liechtenstein","2009",0.6,1.3,2.5
"Other Europe","Liechtenstein","2009",21,30.9,45.1
"North Africa","Liechtenstein","2009",1.9,3.5,6.3
"Sub-Saharan Africa","Liechtenstein","2009",3,5.4,9.1
"West Asia","Liechtenstein","2009",3.8,6.5,10.8
"East Asia","Liechtenstein","2009",6.3,10.5,16.8
"South-Southeast Asia","Liechtenstein","2009",11,17.4,26.4
"North America and Oceania","Liechtenstein","2009",5.2,8.8,14.5
"Latin America","Liechtenstein","2009",16.2,24.6,36.4
"Austria","Lithuania","2009",34.8,50.9,74.6
"Belgium","Lithuania","2009",51.3,81.4,129.7
"Bulgaria","Lithuania","2009",19,31.2,50.9
"Croatia","Lithuania","2009",1.4,2.7,4.8
"Cyprus","Lithuania","2009",18.5,30.6,50.4
"Czechia","Lithuania","2009",18.9,30.8,50.4
"Denmark","Lithuania","2009",251.5,338.4,453.7
"Estonia","Lithuania","2009",20.6,32.5,51.6
"Finland","Lithuania","2009",27.8,39.7,55.9
"France","Lithuania","2009",80.2,125.8,197.2
"Germany","Lithuania","2009",498.5,766.2,1176.5
"Greece","Lithuania","2009",23.2,37.8,62.3
"Hungary","Lithuania","2009",7.4,12.8,21.4
"Iceland","Lithuania","2009",109.7,149.4,202.7
"Ireland","Lithuania","2009",921.3,1409.6,2151
"Italy","Lithuania","2009",106.7,153.8,220.1
"Latvia","Lithuania","2009",112.3,175.9,275.3
"Liechtenstein","Lithuania","2009",0,0.1,0.3
"Lithuania","Lithuania","2009",NA,NA,NA
"Luxembourg","Lithuania","2009",8.3,14.3,24.2
"Malta","Lithuania","2009",4.9,8.8,15.4
"Netherlands","Lithuania","2009",81.5,128.9,203.3
"Norway","Lithuania","2009",222,301,405.9
"Poland","Lithuania","2009",82.5,129.4,201.4
"Portugal","Lithuania","2009",20.2,32.9,53.5
"Romania","Lithuania","2009",15.6,25.8,43.3
"Slovakia","Lithuania","2009",4.4,7.9,13.6
"Slovenia","Lithuania","2009",3.3,5.5,9.2
"Spain","Lithuania","2009",608.6,863,1209.1
"Sweden","Lithuania","2009",111.1,151,207
"Switzerland","Lithuania","2009",19,31.2,50.9
"United Kingdom","Lithuania","2009",2510.7,3864,6005.6
"North Macedonia","Lithuania","2009",1.4,2.5,4.5
"Other Europe","Lithuania","2009",1551,2004.1,2622.9
"North Africa","Lithuania","2009",19.5,29.1,43
"Sub-Saharan Africa","Lithuania","2009",21.3,31.6,46.3
"West Asia","Lithuania","2009",184.9,246.8,330.9
"East Asia","Lithuania","2009",39.7,56.1,78.9
"South-Southeast Asia","Lithuania","2009",61.7,86.1,121.8
"North America and Oceania","Lithuania","2009",495.2,643.9,844.8
"Latin America","Lithuania","2009",30.4,43.7,61.9
"Austria","Luxembourg","2009",57.5,91.9,147.3
"Belgium","Luxembourg","2009",836.8,1636.3,3083.7
"Bulgaria","Luxembourg","2009",21,46.8,104.5
"Croatia","Luxembourg","2009",15,32.5,72.2
"Cyprus","Luxembourg","2009",1.7,8.6,42.2
"Czechia","Luxembourg","2009",12.5,59.1,290.8
"Denmark","Luxembourg","2009",61.7,87.1,123.2
"Estonia","Luxembourg","2009",10.7,22.4,46.7
"Finland","Luxembourg","2009",47.3,69.5,102.2
"France","Luxembourg","2009",1220.3,2380.1,4702.4
"Germany","Luxembourg","2009",291.4,1541.7,7831.3
"Greece","Luxembourg","2009",37.2,180.6,925.7
"Hungary","Luxembourg","2009",28,134.7,653
"Iceland","Luxembourg","2009",16.8,25.7,38.8
"Ireland","Luxembourg","2009",26.4,67.5,177.7
"Italy","Luxembourg","2009",849.4,1318.3,2014
"Latvia","Luxembourg","2009",4.4,21.6,109.4
"Liechtenstein","Luxembourg","2009",0.5,1.1,2.4
"Lithuania","Luxembourg","2009",43.4,67.9,107.3
"Luxembourg","Luxembourg","2009",NA,NA,NA
"Malta","Luxembourg","2009",1.5,7.6,37.7
"Netherlands","Luxembourg","2009",112.7,215.1,397.1
"Norway","Luxembourg","2009",13.9,22.4,35.1
"Poland","Luxembourg","2009",58.6,298.7,1513.2
"Portugal","Luxembourg","2009",277.8,1363.8,6955.3
"Romania","Luxembourg","2009",13.8,69.9,355.3
"Slovakia","Luxembourg","2009",17.4,38.1,82.1
"Slovenia","Luxembourg","2009",38,59.7,95.8
"Spain","Luxembourg","2009",83.7,420.7,2135.1
"Sweden","Luxembourg","2009",53.7,77.6,111.8
"Switzerland","Luxembourg","2009",109.3,207.3,387.8
"United Kingdom","Luxembourg","2009",100,503.6,2520.3
"North Macedonia","Luxembourg","2009",1.9,5.2,13.5
"Other Europe","Luxembourg","2009",31.4,255.9,2140.1
"North Africa","Luxembourg","2009",5.8,53.6,479.1
"Sub-Saharan Africa","Luxembourg","2009",18.5,168.5,1338.4
"West Asia","Luxembourg","2009",4.4,37.6,316.9
"East Asia","Luxembourg","2009",8.1,73.2,575.2
"South-Southeast Asia","Luxembourg","2009",10.9,95.3,788.7
"North America and Oceania","Luxembourg","2009",18.4,163.7,1479.9
"Latin America","Luxembourg","2009",14.6,122,1093.1
"Austria","Malta","2009",14.5,24.2,40
"Belgium","Malta","2009",19.1,36.3,69.1
"Bulgaria","Malta","2009",27.4,61.7,131.6
"Croatia","Malta","2009",1.8,4.2,9.7
"Cyprus","Malta","2009",1.4,6.9,34.1
"Czechia","Malta","2009",3.5,18.1,83.3
"Denmark","Malta","2009",16.6,24.9,37.6
"Estonia","Malta","2009",2.1,4.6,10.1
"Finland","Malta","2009",20.1,31.1,48.1
"France","Malta","2009",82.2,160.6,315.4
"Germany","Malta","2009",30.2,147.9,725.8
"Greece","Malta","2009",4.4,21.6,110.5
"Hungary","Malta","2009",7.1,34.3,177
"Iceland","Malta","2009",1.6,3,5.7
"Ireland","Malta","2009",9.5,25.2,66.1
"Italy","Malta","2009",271,427,663.1
"Latvia","Malta","2009",1.4,7,36.9
"Liechtenstein","Malta","2009",0,0.1,0.4
"Lithuania","Malta","2009",14.5,24.3,40.5
"Luxembourg","Malta","2009",0.7,3.4,17.6
"Malta","Malta","2009",NA,NA,NA
"Netherlands","Malta","2009",45.6,86.4,162.1
"Norway","Malta","2009",10.1,16.4,26.4
"Poland","Malta","2009",6.1,31,161.6
"Portugal","Malta","2009",3.3,16.3,80.7
"Romania","Malta","2009",4.8,24.6,121.2
"Slovakia","Malta","2009",8.7,19.1,41.3
"Slovenia","Malta","2009",3.4,6.1,11
"Spain","Malta","2009",11.3,54.2,272.8
"Sweden","Malta","2009",86.1,123.1,175.7
"Switzerland","Malta","2009",29.8,56.2,105.6
"United Kingdom","Malta","2009",200.6,1172.1,6529.6
"North Macedonia","Malta","2009",0.7,2.4,5.9
"Other Europe","Malta","2009",11.1,99.6,873.1
"North Africa","Malta","2009",14.3,125.4,1141.5
"Sub-Saharan Africa","Malta","2009",29.2,257.7,2311.1
"West Asia","Malta","2009",7.4,64.8,616.9
"East Asia","Malta","2009",5.2,45.2,370.4
"South-Southeast Asia","Malta","2009",12.2,102.4,880.7
"North America and Oceania","Malta","2009",23.9,216.6,1835.4
"Latin America","Malta","2009",5.6,50.7,407.6
"Austria","Netherlands","2009",475.2,606.9,770.5
"Belgium","Netherlands","2009",5624.2,7280.9,9423.7
"Bulgaria","Netherlands","2009",2335.8,3040.4,3961.1
"Croatia","Netherlands","2009",89.4,119,158.8
"Cyprus","Netherlands","2009",65.6,89.8,122.8
"Czechia","Netherlands","2009",457.6,591.4,767.8
"Denmark","Netherlands","2009",397.8,493.7,616.9
"Estonia","Netherlands","2009",108.6,144.8,191.6
"Finland","Netherlands","2009",254.7,319.4,400
"France","Netherlands","2009",2736.1,3527.8,4568.7
"Germany","Netherlands","2009",8465.8,10956.7,14110.1
"Greece","Netherlands","2009",1220.5,1594.4,2078.8
"Hungary","Netherlands","2009",1380.8,1794.1,2322.2
"Iceland","Netherlands","2009",49.6,65.2,84.2
"Ireland","Netherlands","2009",590.4,769.2,996.9
"Italy","Netherlands","2009",2139.9,2695.7,3440.1
"Latvia","Netherlands","2009",371.4,480.3,626.3
"Liechtenstein","Netherlands","2009",1.5,2.7,4.6
"Lithuania","Netherlands","2009",439.8,559.4,714.2
"Luxembourg","Netherlands","2009",112.1,150.2,202.3
"Malta","Netherlands","2009",44.2,61.3,85.1
"Netherlands","Netherlands","2009",NA,NA,NA
"Norway","Netherlands","2009",406.6,507.8,636
"Poland","Netherlands","2009",8931.8,11464.3,14911.9
"Portugal","Netherlands","2009",1556.9,2058.6,2641.6
"Romania","Netherlands","2009",1300.9,1675.9,2173.9
"Slovakia","Netherlands","2009",406.6,528.6,690.1
"Slovenia","Netherlands","2009",90.7,118.4,155
"Spain","Netherlands","2009",3953,4985.2,6343.7
"Sweden","Netherlands","2009",598.9,748,933
"Switzerland","Netherlands","2009",670.7,879.4,1145.7
"United Kingdom","Netherlands","2009",4746.6,6137.1,7914.4
"North Macedonia","Netherlands","2009",95.8,127.6,170.8
"Other Europe","Netherlands","2009",4899.2,6329.8,8231.8
"North Africa","Netherlands","2009",2264.4,2915.5,3745.5
"Sub-Saharan Africa","Netherlands","2009",7272.5,9492.1,12302.5
"West Asia","Netherlands","2009",5252.9,6817.5,8854.2
"East Asia","Netherlands","2009",4926.6,6400.3,8258
"South-Southeast Asia","Netherlands","2009",6750,8659.1,11246.3
"North America and Oceania","Netherlands","2009",5932.1,7726.5,9919.3
"Latin America","Netherlands","2009",8342.7,10829.7,13956.3
"Austria","Norway","2009",119.9,157.4,205.5
"Belgium","Norway","2009",221.1,294.1,388.4
"Bulgaria","Norway","2009",399.7,529.6,697.2
"Croatia","Norway","2009",59.4,83.2,116.8
"Cyprus","Norway","2009",26.7,39.4,56.5
"Czechia","Norway","2009",189.7,247.9,327
"Denmark","Norway","2009",2179.5,2713.2,3341.2
"Estonia","Norway","2009",486.8,635.7,824.1
"Finland","Norway","2009",456.4,565.4,702.9
"France","Norway","2009",742.5,974.5,1275.8
"Germany","Norway","2009",2639.1,3434,4415.3
"Greece","Norway","2009",119.3,160.6,220.2
"Hungary","Norway","2009",261.1,351,468
"Iceland","Norway","2009",1314.8,1636.1,2019.1
"Ireland","Norway","2009",116.2,156.1,209.8
"Italy","Norway","2009",442.8,574.7,738.3
"Latvia","Norway","2009",1129.2,1478.1,1920.5
"Liechtenstein","Norway","2009",0.3,0.6,1.2
"Lithuania","Norway","2009",2786.5,3550.5,4500.6
"Luxembourg","Norway","2009",29.1,42.3,60.1
"Malta","Norway","2009",19.5,29.1,43.4
"Netherlands","Norway","2009",670.9,884.7,1150.6
"Norway","Norway","2009",NA,NA,NA
"Poland","Norway","2009",9160.8,11860.7,15431.5
"Portugal","Norway","2009",264.1,347.4,460.5
"Romania","Norway","2009",1049.7,1365.4,1785.8
"Slovakia","Norway","2009",424.9,553.2,726.5
"Slovenia","Norway","2009",24.9,35.4,49.2
"Spain","Norway","2009",1001.5,1285.9,1639.1
"Sweden","Norway","2009",6533.4,8096.6,9985.3
"Switzerland","Norway","2009",205.5,272,359.5
"United Kingdom","Norway","2009",1914.3,2494.7,3242.1
"North Macedonia","Norway","2009",53.8,73.6,102.7
"Other Europe","Norway","2009",2085.9,2711.8,3530.5
"North Africa","Norway","2009",291.2,384.2,504.7
"Sub-Saharan Africa","Norway","2009",4031.3,5259.6,6843.8
"West Asia","Norway","2009",2954.2,3852.3,5022.6
"East Asia","Norway","2009",1014,1320.9,1718.4
"South-Southeast Asia","Norway","2009",5885.4,7623.9,9906.5
"North America and Oceania","Norway","2009",1920,2505.1,3251.3
"Latin America","Norway","2009",1112.9,1438.9,1880
"Austria","Poland","2009",1900.3,2971.5,4674.6
"Belgium","Poland","2009",1186.8,2287.3,4309.7
"Bulgaria","Poland","2009",478.5,1073.3,2441.4
"Croatia","Poland","2009",18.1,41,90.7
"Cyprus","Poland","2009",16.5,80.6,396.4
"Czechia","Poland","2009",277.8,1448.9,7577.1
"Denmark","Poland","2009",1813.8,2517.5,3483.2
"Estonia","Poland","2009",29.6,60.1,125.3
"Finland","Poland","2009",167.5,237,329.4
