"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"Greece","Slovenia","2019",18.5,29.8,48.1
"Hungary","Slovenia","2019",67.3,105.6,166.7
"Iceland","Slovenia","2019",2.7,4.6,7.5
"Ireland","Slovenia","2019",15.5,25.4,41.5
"Italy","Slovenia","2019",780.3,1111.9,1580.6
"Latvia","Slovenia","2019",6.2,10.6,18.3
"Liechtenstein","Slovenia","2019",1,1.9,3.5
"Lithuania","Slovenia","2019",7.6,12.1,18.8
"Luxembourg","Slovenia","2019",14.3,23.4,38.5
"Malta","Slovenia","2019",7.4,12.3,20.2
"Netherlands","Slovenia","2019",92.4,125.5,170.3
"Norway","Slovenia","2019",18,26.1,38.2
"Poland","Slovenia","2019",51.1,80.1,128.2
"Portugal","Slovenia","2019",16.5,26.8,42.8
"Romania","Slovenia","2019",71.1,112.1,175.6
"Slovakia","Slovenia","2019",66.2,102.7,158.3
"Slovenia","Slovenia","2019",NA,NA,NA
"Spain","Slovenia","2019",58.4,91.5,144
"Sweden","Slovenia","2019",46.7,64.9,89.4
"Switzerland","Slovenia","2019",200.1,268.8,361.2
"United Kingdom","Slovenia","2019",231.6,362,551.5
"North Macedonia","Slovenia","2019",1471,1906.1,2465
"Other Europe","Slovenia","2019",17830.8,23186.6,29993.4
"North Africa","Slovenia","2019",37.1,52.9,74.5
"Sub-Saharan Africa","Slovenia","2019",70.1,95.9,130.4
"West Asia","Slovenia","2019",189.6,252.6,331.9
"East Asia","Slovenia","2019",184.6,245.9,324.7
"South-Southeast Asia","Slovenia","2019",178.1,235.7,310.2
"North America and Oceania","Slovenia","2019",351.5,465.4,612.6
"Latin America","Slovenia","2019",140.9,189.4,254.1
"Austria","Spain","2019",685.3,1070,1659
"Belgium","Spain","2019",4241.3,5959.9,8372
"Bulgaria","Spain","2019",5438.2,8230.3,12579.1
"Croatia","Spain","2019",112.2,230.2,467.6
"Cyprus","Spain","2019",26.9,131.9,634.6
"Czechia","Spain","2019",310.4,1524.6,7950.1
"Denmark","Spain","2019",1247.5,1662.1,2210.3
"Estonia","Spain","2019",172.3,345.3,693.5
"Finland","Spain","2019",839.2,1119,1488.9
"France","Spain","2019",13587.9,19169.8,26842.5
"Germany","Spain","2019",9968.7,15683.9,24214.1
"Greece","Spain","2019",238.2,1150,5763.8
"Hungary","Spain","2019",419.1,2039.6,10482.9
"Iceland","Spain","2019",169.4,237.2,334.9
"Ireland","Spain","2019",1792.9,2797.1,4327.3
"Italy","Spain","2019",15253.1,21699.3,30772.9
"Latvia","Spain","2019",82.3,407.9,1979.1
"Liechtenstein","Spain","2019",10.1,17.7,30.7
"Lithuania","Spain","2019",898.6,1266.6,1784.2
"Luxembourg","Spain","2019",83.8,406.8,2148.7
"Malta","Spain","2019",21.9,112.4,545.7
"Netherlands","Spain","2019",4259.7,5648.2,7496.9
"Norway","Spain","2019",1049,1389.2,1849.8
"Poland","Spain","2019",2538.1,3904.1,5948.9
"Portugal","Spain","2019",5434.7,8483.1,13005.6
"Romania","Spain","2019",25081.8,38689.8,59448.3
"Slovakia","Spain","2019",250.1,492.2,1001.5
"Slovenia","Spain","2019",100.9,157.7,242.9
"Spain","Spain","2019",NA,NA,NA
"Sweden","Spain","2019",2037.4,2721.7,3605.8
"Switzerland","Spain","2019",3817.1,5060.7,6750.9
"United Kingdom","Spain","2019",24711.3,37918.4,57332.6
"North Macedonia","Spain","2019",19,42.8,94
"Other Europe","Spain","2019",18414.6,25670.4,55442.5
"North Africa","Spain","2019",66440.6,87647.7,116050.2
"Sub-Saharan Africa","Spain","2019",21010.3,31198.3,87708.6
"West Asia","Spain","2019",557.1,4633.2,41286.4
"East Asia","Spain","2019",12162.4,16072.8,25418.1
"South-Southeast Asia","Spain","2019",21739.8,29075.2,45179.5
"North America and Oceania","Spain","2019",13691.1,18256,29570.3
"Latin America","Spain","2019",290987.2,380818.8,499720.9
"Austria","Sweden","2019",316.9,407.1,519.7
"Belgium","Sweden","2019",542.3,690.9,881.6
"Bulgaria","Sweden","2019",525.6,681.1,894.4
"Croatia","Sweden","2019",941.7,1223.3,1597.1
"Cyprus","Sweden","2019",116.1,154.6,207.9
"Czechia","Sweden","2019",328.7,428.7,566.3
"Denmark","Sweden","2019",3028.3,3762,4673.9
"Estonia","Sweden","2019",354.4,464.2,613.1
"Finland","Sweden","2019",2837.9,3520.6,4401.6
"France","Sweden","2019",1525.1,1940.1,2456.4
"Germany","Sweden","2019",3383.3,4339,5644.2
"Greece","Sweden","2019",2001.6,2599.7,3386.5
"Hungary","Sweden","2019",581.2,760.5,995.1
"Iceland","Sweden","2019",553.6,696,866.4
"Ireland","Sweden","2019",319.8,416.8,550.6
"Italy","Sweden","2019",2075.6,2658.8,3376.9
"Latvia","Sweden","2019",670.7,866.1,1134.9
"Liechtenstein","Sweden","2019",1.1,2.1,3.8
"Lithuania","Sweden","2019",1166.7,1475.2,1874.8
"Luxembourg","Sweden","2019",84.6,116.7,158.2
"Malta","Sweden","2019",164.2,217.9,288.2
"Netherlands","Sweden","2019",1228.5,1516.2,1887.3
"Norway","Sweden","2019",4076.3,5040.5,6219.5
"Poland","Sweden","2019",3339.9,4357.1,5691.1
"Portugal","Sweden","2019",441.7,580.6,757.5
"Romania","Sweden","2019",1840.1,2376.2,3123
"Slovakia","Sweden","2019",188.3,250.2,329.1
"Slovenia","Sweden","2019",92.9,121.6,159.6
"Spain","Sweden","2019",2157.8,2736.6,3461.6
"Sweden","Sweden","2019",NA,NA,NA
"Switzerland","Sweden","2019",757.1,935.8,1163.7
"United Kingdom","Sweden","2019",3981.3,5166.5,6740.1
"North Macedonia","Sweden","2019",427,559.1,728.6
"Other Europe","Sweden","2019",8778,11342.7,14622
"North Africa","Sweden","2019",2201.4,2827.8,3675.1
"Sub-Saharan Africa","Sweden","2019",9739.7,12673.3,16350.8
"West Asia","Sweden","2019",16170.2,20874.8,27172.5
"East Asia","Sweden","2019",4241.6,5469.3,7186.7
"South-Southeast Asia","Sweden","2019",18106,23535.6,30486.1
"North America and Oceania","Sweden","2019",4415.6,5769.1,7536.5
"Latin America","Sweden","2019",2825.9,3705,4832.6
"Austria","Switzerland","2019",2065,2669.7,3382.4
"Belgium","Switzerland","2019",1130.5,1434.4,1814.9
"Bulgaria","Switzerland","2019",758.9,981.5,1267.1
"Croatia","Switzerland","2019",367,478.7,625.2
"Cyprus","Switzerland","2019",83.1,111.8,148.4
"Czechia","Switzerland","2019",723.3,938.9,1211.8
"Denmark","Switzerland","2019",388.7,482.4,597.7
"Estonia","Switzerland","2019",66.7,89.6,120.8
"Finland","Switzerland","2019",318.1,397.7,497.8
"France","Switzerland","2019",12434.9,16107.9,20865.1
"Germany","Switzerland","2019",17515.7,22588.7,29122.5
"Greece","Switzerland","2019",1088.6,1426.6,1853.6
"Hungary","Switzerland","2019",1466.5,1903.3,2472.4
"Iceland","Switzerland","2019",59.6,77.4,99.1
"Ireland","Switzerland","2019",412,536.3,702.3
"Italy","Switzerland","2019",13074.1,16458.9,21131.2
"Latvia","Switzerland","2019",163.2,215.1,281.3
"Liechtenstein","Switzerland","2019",219.6,283.4,362
"Lithuania","Switzerland","2019",199.3,255.5,329.7
"Luxembourg","Switzerland","2019",276.6,363.5,474.6
"Malta","Switzerland","2019",71.6,96.8,130
"Netherlands","Switzerland","2019",1331.6,1648.8,2042.1
"Norway","Switzerland","2019",242.9,303.7,377.3
"Poland","Switzerland","2019",2584.9,3345,4311
"Portugal","Switzerland","2019",4565.5,5913.6,7789
"Romania","Switzerland","2019",1746.6,2258.4,2916
"Slovakia","Switzerland","2019",1106.8,1428.7,1820.8
"Slovenia","Switzerland","2019",534.8,681.1,862.6
"Spain","Switzerland","2019",4242,5336.6,6746.4
"Sweden","Switzerland","2019",796.2,986.5,1222.1
"Switzerland","Switzerland","2019",NA,NA,NA
"United Kingdom","Switzerland","2019",4684,6060.6,7837.1
"North Macedonia","Switzerland","2019",1243.2,1612.3,2080.2
"Other Europe","Switzerland","2019",6358.5,8183.3,10572.7
"North Africa","Switzerland","2019",1524.4,1962.9,2543
"Sub-Saharan Africa","Switzerland","2019",3023.1,3876.1,5012.6
"West Asia","Switzerland","2019",3011.9,3836.3,4989.9
"East Asia","Switzerland","2019",4087.4,5222.7,6777.6
"South-Southeast Asia","Switzerland","2019",6114.4,7897.4,10194.5
"North America and Oceania","Switzerland","2019",6718.9,8660.5,11225.8
"Latin America","Switzerland","2019",5319,6898.5,8988.5
"Austria","United Kingdom","2019",923.6,1435.6,2260.7
"Belgium","United Kingdom","2019",3782.4,5841.7,9023.6
"Bulgaria","United Kingdom","2019",11210.9,22902.6,47236.5
"Croatia","United Kingdom","2019",573.9,1191.8,2420.5
"Cyprus","United Kingdom","2019",1281.5,6855.9,36055.7
"Czechia","United Kingdom","2019",1275.3,6299.8,30079.1
"Denmark","United Kingdom","2019",2000.8,2757.9,3806.1
"Estonia","United Kingdom","2019",700.4,1399.9,2793.7
"Finland","United Kingdom","2019",1487.5,2053,2838.3
"France","United Kingdom","2019",21933.5,34323.7,53042.1
"Germany","United Kingdom","2019",12655.5,26589.5,56806.4
"Greece","United Kingdom","2019",3933.2,12929.1,44334.5
"Hungary","United Kingdom","2019",2911,9720.4,32593.7
"Iceland","United Kingdom","2019",209.8,294.3,409.9
"Ireland","United Kingdom","2019",8009,21379.6,54543.7
"Italy","United Kingdom","2019",41106,61717.4,94320.4
"Latvia","United Kingdom","2019",3835.6,9057.6,21240.2
"Liechtenstein","United Kingdom","2019",3.6,6.8,12.3
"Lithuania","United Kingdom","2019",14237.9,21940.3,34099.3
"Luxembourg","United Kingdom","2019",124.2,616.1,2861.9
"Malta","United Kingdom","2019",540.8,2973.6,15369.6
"Netherlands","United Kingdom","2019",5902.2,8179,11189.5
"Norway","United Kingdom","2019",2182.6,3005.7,4193.1
"Poland","United Kingdom","2019",26278.2,52632.5,101847.8
"Portugal","United Kingdom","2019",6430.6,14775.8,35012.3
"Romania","United Kingdom","2019",23498.6,42784.5,78951.7
"Slovakia","United Kingdom","2019",1899.4,3855.7,7775.2
"Slovenia","United Kingdom","2019",357.7,552.7,843.8
"Spain","United Kingdom","2019",27239.2,40990.4,61286.4
"Sweden","United Kingdom","2019",3516.5,4832.5,6646
"Switzerland","United Kingdom","2019",3878.6,5346,7394.5
"United Kingdom","United Kingdom","2019",NA,NA,NA
"North Macedonia","United Kingdom","2019",84.8,179.8,367
"Other Europe","United Kingdom","2019",2065.3,18652.2,153090.6
"North Africa","United Kingdom","2019",1430.8,12188.8,104119.2
"Sub-Saharan Africa","United Kingdom","2019",7615.4,66772.7,565012.4
"West Asia","United Kingdom","2019",21429.2,40920.1,152264.7
"East Asia","United Kingdom","2019",55164.2,85295.7,134368.1
"South-Southeast Asia","United Kingdom","2019",97762.8,160885.6,392972.4
"North America and Oceania","United Kingdom","2019",59313.8,99215.9,261134.6
"Latin America","United Kingdom","2019",2178.6,18653.2,162360.5
"Austria","North Macedonia","2019",360.1,496.4,688.8
"Belgium","North Macedonia","2019",76.3,108.8,154.9
"Bulgaria","North Macedonia","2019",145.9,225,346.2
"Croatia","North Macedonia","2019",245.5,378.2,589.1
"Cyprus","North Macedonia","2019",1,3.2,8.7
"Czechia","North Macedonia","2019",18.7,39,80.4
"Denmark","North Macedonia","2019",21.8,32.5,48.1
"Estonia","North Macedonia","2019",1.3,2.6,4.7
"Finland","North Macedonia","2019",4.5,7.6,12.6
"France","North Macedonia","2019",72.3,140.7,280.6
"Germany","North Macedonia","2019",456,880.4,1703.6
"Greece","North Macedonia","2019",265.4,509.2,1005.3
"Hungary","North Macedonia","2019",18.3,39.1,83.3
"Iceland","North Macedonia","2019",0.5,1.1,2.3
"Ireland","North Macedonia","2019",3.2,7.1,15.2
"Italy","North Macedonia","2019",337.4,474.1,653.1
"Latvia","North Macedonia","2019",2.2,5.6,14.2
"Liechtenstein","North Macedonia","2019",0.1,0.3,0.8
"Lithuania","North Macedonia","2019",2.4,4.3,7.3
"Luxembourg","North Macedonia","2019",0.7,2.1,6.2
"Malta","North Macedonia","2019",0.8,2.3,6.4
"Netherlands","North Macedonia","2019",33.5,49.7,72
"Norway","North Macedonia","2019",13.1,20.4,31.6
"Poland","North Macedonia","2019",35.1,71,145.8
"Portugal","North Macedonia","2019",2.9,7.4,17.9
"Romania","North Macedonia","2019",49.8,99.5,201.2
"Slovakia","North Macedonia","2019",4.4,8.5,15.7
"Slovenia","North Macedonia","2019",536.9,742,1033
"Spain","North Macedonia","2019",27.9,55.7,110.2
"Sweden","North Macedonia","2019",47.1,68.2,98.8
"Switzerland","North Macedonia","2019",310.7,430.7,593.4
"United Kingdom","North Macedonia","2019",96.1,189,371
"North Macedonia","North Macedonia","2019",NA,NA,NA
"Other Europe","North Macedonia","2019",1407.2,2714.5,5197.9
"North Africa","North Macedonia","2019",6.6,13.6,27.1
"Sub-Saharan Africa","North Macedonia","2019",13.5,26.2,52.4
"West Asia","North Macedonia","2019",27.3,53,102
"East Asia","North Macedonia","2019",12.4,25.2,49.2
"South-Southeast Asia","North Macedonia","2019",26.6,50.9,97.7
"North America and Oceania","North Macedonia","2019",96.5,184.4,357
"Latin America","North Macedonia","2019",11.4,22.8,45.4
"Austria","Other Europe","2019",8246.2,11458,15879.6
"Belgium","Other Europe","2019",3624.5,5003,6827.4
"Bulgaria","Other Europe","2019",2142.5,3350.6,5233.9
"Croatia","Other Europe","2019",6222.5,9615.4,15033.1
"Cyprus","Other Europe","2019",71.9,669.9,5657.1
"Czechia","Other Europe","2019",802.1,7417.2,66748.7
"Denmark","Other Europe","2019",2388.3,3261.3,4449.3
"Estonia","Other Europe","2019",831.1,1278.8,1955.3
"Finland","Other Europe","2019",598.3,841,1163.7
"France","Other Europe","2019",1371.9,11633.9,101809.5
"Germany","Other Europe","2019",3724.2,34328.6,306399.5
"Greece","Other Europe","2019",711.6,5996.6,52054.5
"Hungary","Other Europe","2019",366.3,3233.7,28270.6
"Iceland","Other Europe","2019",63,91.8,131.2
"Ireland","Other Europe","2019",730.4,1596.4,3546.7
"Italy","Other Europe","2019",7587.7,10501.1,14643.3
"Latvia","Other Europe","2019",433.4,3911.1,33206.3
"Liechtenstein","Other Europe","2019",18.7,28.2,42.9
"Lithuania","Other Europe","2019",3709.6,5139.8,7101.8
"Luxembourg","Other Europe","2019",17.4,134,1126.1
"Malta","Other Europe","2019",8.5,73.8,633.6
"Netherlands","Other Europe","2019",4001.1,5496.2,7594.5
"Norway","Other Europe","2019",625.1,872.1,1211.6
"Poland","Other Europe","2019",3082.8,27178.4,252892.2
"Portugal","Other Europe","2019",198.8,1709.2,14309.8
"Romania","Other Europe","2019",889.6,7990.9,69900.9
"Slovakia","Other Europe","2019",30.9,53.2,92.4
"Slovenia","Other Europe","2019",4512.8,6239,8776.7
"Spain","Other Europe","2019",8464.7,13027.5,35198.4
"Sweden","Other Europe","2019",1115.4,1562.5,2179.7
"Switzerland","Other Europe","2019",4093.3,5650.9,7819.1
"United Kingdom","Other Europe","2019",1316.3,11067.6,92676.1
"North Macedonia","Other Europe","2019",274.8,557.8,1117.8
"Other Europe","Other Europe","2019",NA,NA,NA
"North Africa","Other Europe","2019",1887.7,15876,134721.2
"Sub-Saharan Africa","Other Europe","2019",2286.1,22677.6,209273.4
"West Asia","Other Europe","2019",26377.2,236571.5,2176051.7
"East Asia","Other Europe","2019",4245.9,37439.8,324493.7
"South-Southeast Asia","Other Europe","2019",6023.6,51541,442062.5
"North America and Oceania","Other Europe","2019",2339.5,20571.8,181006.1
"Latin America","Other Europe","2019",1248.5,11633.6,106704.3
"Austria","North Africa","2019",633.8,875.5,1227.7
"Belgium","North Africa","2019",1661.4,2283.2,3184.2
"Bulgaria","North Africa","2019",29,46.4,74.9
"Croatia","North Africa","2019",8.6,14.5,24
"Cyprus","North Africa","2019",10.1,86.8,793.2
"Czechia","North Africa","2019",43.5,379.2,3253.2
"Denmark","North Africa","2019",124.5,175.8,249.4
"Estonia","North Africa","2019",4.8,8.4,14.4
"Finland","North Africa","2019",73.4,106.2,152
"France","North Africa","2019",1835.8,16664.7,144281.2
"Germany","North Africa","2019",625.8,5732.7,48559.7
"Greece","North Africa","2019",155.4,1371.4,11036.9
"Hungary","North Africa","2019",55.4,484.9,4147.5
"Iceland","North Africa","2019",2.3,4.2,7.6
"Ireland","North Africa","2019",184,409.1,909.4
"Italy","North Africa","2019",4539.9,6308.3,8709.2
"Latvia","North Africa","2019",2.8,24.5,216.6
"Liechtenstein","North Africa","2019",0.6,1.3,2.8
"Lithuania","North Africa","2019",35.1,51.3,76.1
"Luxembourg","North Africa","2019",2.8,24.8,219.6
"Malta","North Africa","2019",6.7,60.5,521.9
"Netherlands","North Africa","2019",1013.3,1414.7,1954.1
"Norway","North Africa","2019",171.4,240.3,339.4
"Poland","North Africa","2019",119.7,1094.3,9559.9
"Portugal","North Africa","2019",32.2,248.9,2068.1
"Romania","North Africa","2019",99.8,929.9,8100.3
"Slovakia","North Africa","2019",5.2,10.4,19.6
"Slovenia","North Africa","2019",20.4,31.7,47.6
"Spain","North Africa","2019",21983.7,30602.7,43604.2
"Sweden","North Africa","2019",327.8,456.1,632.8
"Switzerland","North Africa","2019",899.7,1244.7,1729.6
"United Kingdom","North Africa","2019",606.4,5269.5,47612.9
"North Macedonia","North Africa","2019",1.2,3,7.4
"Other Europe","North Africa","2019",1559.9,13106.2,107422.2
"North Africa","North Africa","2019",NA,NA,NA
"Sub-Saharan Africa","North Africa","2019",5737.2,51170.9,464536.7
"West Asia","North Africa","2019",12503.5,113904.2,949516.4
"East Asia","North Africa","2019",1010.5,9373.4,81204.9
"South-Southeast Asia","North Africa","2019",3338,30405.8,263087.2
"North America and Oceania","North Africa","2019",1167,9904.4,82210.8
"Latin America","North Africa","2019",567.3,4591.9,43026.7
"Austria","Sub-Saharan Africa","2019",1195.5,1670.3,2345
"Belgium","Sub-Saharan Africa","2019",3732.2,5111.6,7149.3
"Bulgaria","Sub-Saharan Africa","2019",36.2,58.3,92.8
"Croatia","Sub-Saharan Africa","2019",25.7,41.7,68.3
"Cyprus","Sub-Saharan Africa","2019",33.4,310.3,2631
"Czechia","Sub-Saharan Africa","2019",110.9,945.3,7584.3
"Denmark","Sub-Saharan Africa","2019",556.9,775.8,1067.6
"Estonia","Sub-Saharan Africa","2019",13.9,22.6,36.6
"Finland","Sub-Saharan Africa","2019",197.6,277.4,390
"France","Sub-Saharan Africa","2019",1914.3,17166.6,146216
"Germany","Sub-Saharan Africa","2019",1274.2,11558.5,104219.1
"Greece","Sub-Saharan Africa","2019",209.5,1937.1,17545.5
"Hungary","Sub-Saharan Africa","2019",54.2,472.3,4496.9
"Iceland","Sub-Saharan Africa","2019",18.7,28.9,44.3
"Ireland","Sub-Saharan Africa","2019",2027.5,4495.5,10318
"Italy","Sub-Saharan Africa","2019",4441.4,6151.4,8499.8
"Latvia","Sub-Saharan Africa","2019",12.7,105.2,869.2
"Liechtenstein","Sub-Saharan Africa","2019",0.9,1.8,3.6
"Lithuania","Sub-Saharan Africa","2019",65.5,93.7,133.7
"Luxembourg","Sub-Saharan Africa","2019",7.8,67.3,579.4
"Malta","Sub-Saharan Africa","2019",17.3,151.6,1209.9
"Netherlands","Sub-Saharan Africa","2019",2481.4,3412.7,4784.2
"Norway","Sub-Saharan Africa","2019",650,897.6,1256.8
"Poland","Sub-Saharan Africa","2019",294.9,2498.7,20514.9
"Portugal","Sub-Saharan Africa","2019",528.5,4508.6,38902.3
"Romania","Sub-Saharan Africa","2019",119.4,1074.5,9320.8
"Slovakia","Sub-Saharan Africa","2019",7.6,14.4,27.6
"Slovenia","Sub-Saharan Africa","2019",36,52.8,78.4
"Spain","Sub-Saharan Africa","2019",6148.5,9834.7,31356.1
"Sweden","Sub-Saharan Africa","2019",866.1,1201.7,1669.8
"Switzerland","Sub-Saharan Africa","2019",1771.7,2433.9,3356.6
"United Kingdom","Sub-Saharan Africa","2019",2497.6,23675.9,202314.4
"North Macedonia","Sub-Saharan Africa","2019",2.6,6.1,13.8
"Other Europe","Sub-Saharan Africa","2019",1429,14667,132472.5
"North Africa","Sub-Saharan Africa","2019",4086.2,35876.2,316597.7
"Sub-Saharan Africa","Sub-Saharan Africa","2019",NA,NA,NA
"West Asia","Sub-Saharan Africa","2019",4382,39585.6,391136.6
"East Asia","Sub-Saharan Africa","2019",4518.9,41684.1,374494.8
"South-Southeast Asia","Sub-Saharan Africa","2019",10508.1,99140.3,938389.8
"North America and Oceania","Sub-Saharan Africa","2019",3827.7,33822.3,321649.1
"Latin America","Sub-Saharan Africa","2019",2496.9,22159.1,203753.3
"Austria","West Asia","2019",2301.9,3213.9,4459.3
"Belgium","West Asia","2019",2552.7,3497.6,4795.7
"Bulgaria","West Asia","2019",378.7,586.5,921.1
"Croatia","West Asia","2019",125.5,195.5,308.6
"Cyprus","West Asia","2019",41.7,362.9,3267.5
"Czechia","West Asia","2019",99,809.7,6993.7
"Denmark","West Asia","2019",906.6,1236.6,1714.5
"Estonia","West Asia","2019",82,126.4,197.9
"Finland","West Asia","2019",349.6,488.6,674.4
"France","West Asia","2019",1115.6,9242.5,74259.1
"Germany","West Asia","2019",2182.7,18976,154829.6
"Greece","West Asia","2019",280.1,2527.7,22561.5
"Hungary","West Asia","2019",171.6,1431.5,12212.2
"Iceland","West Asia","2019",15.5,24.2,37.8
"Ireland","West Asia","2019",573,1288.5,2873.7
"Italy","West Asia","2019",1728.8,2401,3351.1
"Latvia","West Asia","2019",67.9,607.5,5597
"Liechtenstein","West Asia","2019",0.8,1.8,3.7
"Lithuania","West Asia","2019",397.5,559.3,785.5
"Luxembourg","West Asia","2019",2.3,20.2,188.3
"Malta","West Asia","2019",5.5,44.9,377.7
"Netherlands","West Asia","2019",2352.7,3244.9,4500.1
"Norway","West Asia","2019",594.4,835.3,1164
"Poland","West Asia","2019",688.8,5858.2,51121.5
